ID,NU_NOTA_LC
380,489.60565
381,474.7482
382,437.3298
383,477.0965
384,541.8802
385,604.2288
386,533.20105
387,657.1804
388,605.5897
389,441.7897
390,505.74017
391,475.11154
392,515.91876
393,449.52255
394,547.89166
395,456.01135
396,607.65594
397,425.0478
398,592.7615
399,612.7337
400,454.26096
401,528.1773
402,537.8648
403,488.4734
404,573.36896
405,470.78662
406,512.53326
407,504.00443
408,662.86224
409,444.8552
410,518.5865
411,619.3423
412,559.8073
413,540.934
414,536.2575
415,594.7079
416,523.44696
417,652.63837
418,455.4118
419,471.82306
420,487.40082
421,477.40378
422,545.001
423,549.341
424,586.34283
425,591.40784
426,589.0932
427,545.5773
428,546.99976
429,509.28976
430,602.1203
431,512.27246
432,503.2177
433,438.65085
434,476.19864
435,484.67334
436,497.78107
437,572.3179
438,584.0518
439,607.55585
440,470.37744
441,482.47153
442,589.7512
443,459.07816
444,537.6902
445,514.55225
446,492.14508
447,586.44293
448,513.7645
449,562.8625
450,502.5116
451,502.325
452,527.97516
453,519.3602
454,627.57556
455,453.74512
456,477.06665
457,590.786
458,540.35156
459,512.5535
460,518.9732
461,549.12616
462,463.11057
463,469.256
464,514.2713
465,533.4654
466,581.12225
467,584.83044
468,443.4888
469,476.6402
470,481.09476
471,510.925
472,558.403
473,588.8764
474,567.0206
475,479.93372
476,505.97766
477,445.78308
478,536.8831
479,465.58582
480,547.0706
481,445.98444
482,529.5626
483,528.93866
484,544.6348
485,534.77484
486,564.57306
487,504.99512
488,614.6535
489,582.3342
490,553.35614
491,504.81247
492,455.1018
493,501.3272
494,495.4674
495,484.75467
496,600.2928
497,573.86316
498,622.40027
499,538.88196
500,565.98456
501,504.86063
502,446.29782
503,518.46375
504,543.61725
505,503.5806
506,590.0452
507,591.30554
508,645.63306
509,449.27725
510,586.1183
511,669.9712
512,478.23352
513,515.8636
514,583.5942
515,596.85815
516,451.64108
517,481.64032
518,565.5946
519,516.52716
520,485.49026
521,498.9832
522,548.5916
523,432.4792
524,537.49854
525,532.77985
526,647.6715
527,570.3181
528,539.4186
529,478.60745
530,467.56876
531,557.2306
532,638.3022
533,604.832
534,573.5927
535,519.6524
536,454.00116
537,455.70065
538,480.19363
539,466.69162
540,593.1216
541,662.1743
542,536.61053
543,633.59186
544,513.3551
545,446.94296
546,546.5076
547,473.51724
548,603.7547
549,517.95105
550,539.8548
551,633.26575
552,512.55316
553,608.4151
554,593.30054
555,611.1232
556,525.1312
557,594.9333
558,467.8565
559,478.43692
560,468.83777
561,611.7384
562,519.102
563,496.24255
564,522.6257
565,538.90125
566,512.93835
567,527.20874
568,665.7719
569,559.98584
570,479.0174
571,597.9816
572,619.0081
573,466.46674
574,551.62726
575,545.7196
576,596.61847
577,580.10236
578,533.2226
579,665.3329
580,479.49826
581,488.62115
582,589.5408
583,536.7759
584,611.3975
585,595.47314
586,629.9956
587,461.00232
588,491.23825
589,574.4832
590,638.45844
591,618.68414
592,510.01862
593,470.08527
594,472.24542
595,488.72577
596,577.6924
597,546.69244
598,591.5934
599,603.06995
600,540.3032
601,450.49805
602,466.32257
603,532.58093
604,484.9058
605,483.70593
606,554.41547
607,451.15424
608,560.06604
609,608.45636
610,574.8758
611,536.0462
612,450.9185
613,496.83774
614,487.2216
615,538.8622
616,621.589
617,572.8695
618,499.3148
619,461.22556
620,443.43292
621,475.8314
622,459.6924
623,535.61993
624,478.8538
625,558.8538
626,452.81516
627,558.49756
628,508.30197
629,500.7473
630,536.57104
631,554.52844
632,509.1233
633,505.09186
634,536.9303
635,592.26654
636,539.40106
637,479.77722
638,631.71155
639,637.38354
640,494.48187
641,550.5537
642,549.1899
643,472.1734
644,489.73233
645,496.17752
646,570.0066
647,530.29236
648,459.8421
649,465.8464
650,568.98285
651,561.52686
652,568.036
653,543.77814
654,584.97864
655,586.89777
656,576.0855
657,491.12833
658,467.02554
659,580.0067
660,481.9247
661,554.79834
662,487.54257
663,613.3832
664,553.0125
665,598.05475
666,494.93686
667,613.52576
668,571.5207
669,521.0882
670,460.6875
671,646.2125
672,547.2134
673,580.7611
674,492.50647
675,480.16266
676,548.0484
677,491.52905
678,581.76385
679,548.3173
680,519.2112
681,503.61026
682,441.96844
683,585.58563
684,482.30048
685,607.71466
686,483.91696
687,526.5085
688,475.30698
689,589.167
690,496.57877
691,457.8829
692,431.18506
693,605.8636
694,490.052
695,519.5141
696,535.61163
697,467.5417
698,592.99646
699,573.98474
700,533.6329
701,556.31244
702,621.39465
703,512.61444
704,573.4637
705,620.1788
706,633.30664
707,461.6934
708,460.8323
709,534.97186
710,633.8468
711,485.19028
712,455.9974
713,503.55865
714,586.1156
715,491.91623
716,470.83322
717,454.3495
718,528.3743
719,560.96326
720,514.93195
721,514.03864
722,513.4998
723,458.0073
724,464.54224
725,651.62573
726,450.22226
727,551.55383
728,569.1293
729,633.4519
730,456.06085
731,497.57864
732,571.64325
733,496.57626
734,612.1447
735,563.318
736,619.57196
737,616.7618
738,646.93054
739,516.13104
740,533.7675
741,537.92914
742,469.20914
743,469.22772
744,534.5228
745,567.79285
746,626.1352
747,491.9768
748,604.6968
749,467.54037
750,514.17645
751,464.9221
752,540.6592
753,548.04767
754,459.6811
755,540.0173
756,549.72974
757,562.8626
758,607.3764
759,629.68726
760,606.24805
761,586.0561
762,526.13165
763,516.48334
764,510.57465
765,576.05
766,474.31677
767,493.18716
768,565.0634
769,574.0181
770,460.9292
771,445.56348
772,563.3848
773,527.00024
774,575.6112
775,590.3326
776,498.28122
777,540.5453
778,622.9242
779,493.8555
780,478.3373
781,479.61078
782,554.22736
783,511.3082
784,545.5268
785,486.8545
786,519.6642
787,454.31805
788,533.0831
789,476.62347
790,512.0516
791,590.9761
792,488.8858
793,437.98013
794,582.23834
795,575.3229
796,509.55704
797,561.98773
798,621.5934
799,514.0859
800,529.96686
801,598.0895
802,544.44855
803,456.75116
804,454.8183
805,604.63715
806,487.9723
807,505.12885
808,574.7693
809,497.73547
810,530.98804
811,644.5229
812,555.3866
813,487.78677
814,634.202
815,530.8826
816,576.8407
817,535.38806
818,449.3667
819,487.7957
820,489.6149
821,532.7192
822,480.44968
823,519.2264
824,563.9687
825,467.71884
826,476.45407
827,476.4474
828,565.1949
829,481.89877
830,473.21118
831,477.17508
832,583.1325
833,529.69464
834,455.6187
835,465.84827
836,616.7184
837,556.72577
838,473.17084
839,577.1899
840,511.92758
841,567.8185
842,631.8382
843,609.5153
844,637.8432
845,567.98846
846,476.77902
847,555.0938
848,504.59805
849,427.21527
850,519.63715
851,452.59525
852,608.86084
853,443.06558
854,516.6999
855,614.4509
856,533.174
857,459.48016
858,442.99133
859,572.17505
860,590.27924
861,491.46808
862,600.0822
863,620.9482
864,514.39166
865,549.5106
866,488.76474
867,516.80725
868,528.85767
869,497.46832
870,555.1874
871,467.2218
872,494.09
873,630.73834
874,585.7064
875,439.3999
876,498.74927
877,569.85614
878,575.7718
879,643.7505
880,518.3771
881,576.8612
882,521.97473
883,482.39743
884,556.0876
885,519.89215
886,473.2355
887,484.0207
888,486.66867
889,586.02515
890,515.0253
891,489.6413
892,498.169
893,569.09656
894,613.29846
895,428.74292
896,499.47522
897,537.30646
898,582.16394
899,468.5293
900,618.5385
901,468.09006
902,471.77673
903,527.9388
904,471.28387
905,493.5801
906,466.9831
907,513.23724
908,570.6458
909,468.7141
910,624.3597
911,571.2491
912,543.11743
913,449.8413
914,440.50623
915,503.6436
916,498.73444
917,532.9473
918,618.47534
919,541.24817
920,636.0878
921,514.405
922,469.41852
923,543.65784
924,554.7799
925,515.10156
926,602.03784
927,581.7974
928,486.47784
929,445.23297
930,530.5702
931,673.9076
932,575.37036
933,552.397
934,529.14655
935,519.1687
936,552.0499
937,474.87357
938,626.04346
939,604.4455
940,431.57938
941,524.74744
942,588.9037
943,508.67667
944,470.05148
945,522.98944
946,482.24744
947,524.9891
948,634.9012
949,597.39844
950,626.93726
951,582.9015
952,487.8649
953,485.5906
954,467.40933
955,504.3159
956,578.13464
957,572.16956
958,624.0043
959,501.4267
960,501.74316
961,543.1178
962,499.0363
963,516.4668
964,519.92926
965,468.0253
966,559.2869
967,556.44464
968,443.1786
969,452.1239
970,563.8871
971,505.44296
972,532.2794
973,429.76904
974,501.36475
975,602.4142
976,520.8477
977,498.70706
978,505.5857
979,578.02234
980,543.4501
981,450.3894
982,579.71216
983,477.68973
984,460.15866
985,542.6898
986,620.3425
987,548.5079
988,557.6122
989,494.7159
990,556.6761
991,509.0453
992,557.8666
993,520.0147
994,534.4595
995,607.9969
996,561.69147
997,526.21375
998,447.61255
999,526.0748
1000,572.2703
1001,555.17725
1002,573.586
1003,473.60944
1004,635.1603
1005,487.86752
1006,457.0223
1007,443.59735
1008,592.97235
1009,534.4473
1010,644.42444
1011,543.4435
1012,592.3747
1013,560.8742
1014,587.41705
1015,515.6853
1016,530.9224
1017,494.80118
1018,461.59338
1019,588.5965
1020,542.49445
1021,527.0476
1022,619.87915
1023,474.5822
1024,541.22
1025,469.87454
1026,500.74335
1027,560.84186
1028,575.7533
1029,483.6521
1030,475.4861
1031,488.73453
1032,587.2015
1033,468.1219
1034,618.777
1035,536.78955
1036,488.71555
1037,569.7225
1038,587.1324
1039,547.50275
1040,606.86804
1041,441.62216
1042,623.4934
1043,474.1448
1044,467.23602
1045,526.2299
1046,629.1618
1047,518.3221
1048,479.45148
1049,526.5988
1050,654.0693
1051,446.70633
1052,482.50906
1053,464.34903
1054,455.56155
1055,587.7194
1056,574.32263
1057,512.724
1058,594.49994
1059,485.3125
1060,608.31177
1061,455.54874
1062,601.1675
1063,528.6955
1064,585.5823
1065,567.71967
1066,576.149
1067,512.4453
1068,572.6212
1069,471.3341
1070,594.58734
1071,479.3552
1072,570.24146
1073,498.13013
1074,553.7462
1075,492.1906
1076,524.38275
1077,470.5675
1078,568.70593
1079,555.40826
1080,534.6579
1081,548.6887
1082,485.94452
1083,573.75507
1084,479.60004
1085,533.46826
1086,538.58875
1087,660.70764
1088,510.9883
1089,608.075
1090,438.58026
1091,629.6662
1092,460.5322
1093,610.9681
1094,568.4709
1095,494.39044
1096,487.2215
1097,511.77713
1098,581.3559
1099,582.1412
1100,551.28217
1101,493.22562
1102,564.79504
1103,555.2047
1104,598.259
1105,491.19376
1106,494.11588
1107,447.9344
1108,480.0036
1109,495.34628
1110,548.46014
1111,558.3788
1112,643.81445
1113,474.1614
1114,486.4874
1115,512.90234
1116,571.70386
1117,534.7687
1118,530.5986
1119,458.02652
1120,636.83746
1121,463.7098
1122,458.3294
1123,444.5815
1124,547.7516
1125,475.8014
1126,545.41315
1127,543.6998
1128,579.6002
1129,624.8374
1130,564.0885
1131,634.51385
1132,575.4296
1133,597.4937
1134,587.537
1135,450.8561
1136,551.0191
1137,595.6294
1138,599.8221
1139,495.45462
1140,521.2231
1141,577.48956
1142,494.3256
1143,466.1246
1144,606.8337
1145,555.7879
1146,615.118
1147,519.1812
1148,501.4823
1149,498.85425
1150,581.7907
1151,493.15082
1152,574.6476
1153,513.15314
1154,645.56116
1155,509.99677
1156,626.53424
1157,645.5044
1158,558.6224
1159,519.2305
1160,483.85886
1161,531.14624
1162,538.55896
1163,505.18225
1164,578.6512
1165,560.42926
1166,523.0655
1167,467.04468
1168,470.10294
1169,461.67636
1170,512.499
1171,542.3512
1172,516.3339
1173,550.7739
1174,537.5969
1175,530.1961
1176,455.9347
1177,474.7296
1178,462.30923
1179,582.39197
1180,463.1778
1181,499.78915
1182,580.50146
1183,569.0261
1184,501.74976
1185,609.36536
1186,494.80563
1187,431.50482
1188,526.1902
1189,576.67365
1190,512.22064
1191,483.79324
1192,571.1979
1193,532.951
1194,486.61035
1195,472.5614
1196,578.5535
1197,514.2119
1198,569.34796
1199,452.1374
1200,465.16037
1201,449.77768
1202,455.7528
1203,596.4507
1204,525.75085
1205,453.28796
1206,607.9613
1207,483.8836
1208,565.3988
1209,452.7628
1210,493.72186
1211,565.93384
1212,666.3329
1213,551.37506
1214,543.0128
1215,502.51166
1216,469.3259
1217,532.4536
1218,468.96075
1219,502.50894
1220,598.68085
1221,606.73065
1222,507.54987
1223,583.5757
1224,467.16116
1225,454.39142
1226,470.61237
1227,554.3567
1228,530.7551
1229,612.7595
1230,598.2933
1231,504.61032
1232,507.163
1233,544.3768
1234,498.04037
1235,546.6239
1236,510.33597
1237,604.6059
1238,501.1326
1239,530.6805
1240,445.60764
1241,454.22824
1242,479.78043
1243,471.39032
1244,496.8149
1245,481.7877
1246,462.57736
1247,491.45898
1248,564.11847
1249,435.75995
1250,596.6545
1251,522.0783
1252,540.1453
1253,536.1092
1254,454.23615
1255,556.9974
1256,592.786
1257,444.2788
1258,587.75336
1259,559.1091
1260,653.0663
1261,571.3508
1262,494.4421
1263,454.34872
1264,507.82257
1265,542.78424
1266,492.8328
1267,457.23056
1268,527.26917
1269,525.557
1270,515.54926
1271,523.1223
1272,518.9817
1273,503.20325
1274,582.34
1275,493.01215
1276,559.2069
1277,592.6388
1278,582.5386
1279,614.8419
1280,457.42508
1281,652.513
1282,515.44727
1283,510.98718
1284,436.2935
1285,565.49854
1286,440.6827
1287,447.79352
1288,483.67953
1289,492.49786
1290,467.3014
1291,467.73938
1292,477.91638
1293,619.75116
1294,571.5656
1295,532.865
1296,577.7104
1297,539.66656
1298,511.63718
1299,508.36847
1300,491.31027
1301,451.11322
1302,600.34436
1303,455.83606
1304,513.71814
1305,520.8346
1306,567.17596
1307,499.83356
1308,571.6079
1309,498.2633
1310,432.93527
1311,559.8692
1312,494.1872
1313,494.45462
1314,526.264
1315,464.32278
1316,581.91156
1317,644.50757
1318,465.25534
1319,483.18533
1320,529.669
1321,531.5044
1322,599.68475
1323,469.44455
1324,471.43842
1325,569.86316
1326,459.90372
1327,458.31592
1328,602.8628
1329,524.65515
1330,500.12872
1331,513.5259
1332,534.7673
1333,457.0117
1334,564.7811
1335,471.962
1336,494.9735
1337,444.3301
1338,663.868
1339,598.61383
1340,618.40424
1341,443.90652
1342,589.4458
1343,495.82266
1344,448.38446
1345,662.6555
1346,642.0301
1347,556.23755
1348,507.61432
1349,607.3179
1350,480.79465
1351,571.92615
1352,624.0056
1353,571.9075
1354,462.3932
1355,458.31326
1356,507.39398
1357,639.8671
1358,578.80396
1359,483.5581
1360,474.08
1361,593.0025
1362,595.0246
1363,510.28113
1364,588.8289
1365,512.0436
1366,469.92035
1367,563.20734
1368,612.99664
1369,480.53076
1370,610.2569
1371,475.46936
1372,438.11426
1373,466.02286
1374,554.0898
1375,536.3519
1376,635.4088
1377,547.67676
1378,491.17218
1379,523.4637
1380,537.2711
1381,534.85345
1382,515.176
1383,563.94635
1384,558.9142
1385,494.89783
1386,609.1894
1387,506.6105
1388,586.3425
1389,573.2976
1390,544.8507
1391,558.6608
1392,600.42896
1393,510.0424
1394,507.96048
1395,441.37988
1396,525.6449
1397,532.6848
1398,506.8672
1399,489.9991
1400,506.8772
1401,574.64886
1402,612.7792
1403,472.85837
1404,545.60724
1405,495.0823
1406,522.1923
1407,580.4947
1408,558.6703
1409,582.19415
1410,483.56335
1411,569.68225
1412,474.48315
1413,547.5678
1414,477.74042
1415,513.66876
1416,673.64484
1417,447.99405
1418,606.3813
1419,551.12476
1420,500.71774
1421,543.4505
1422,525.4844
1423,627.093
1424,493.21317
1425,575.56836
1426,483.6102
1427,452.0313
1428,640.60864
1429,445.33102
1430,612.0563
1431,497.0564
1432,490.0692
1433,632.87604
1434,435.23843
1435,541.07196
1436,468.91168
1437,513.5942
1438,542.3076
1439,568.8016
1440,524.0202
1441,549.1958
1442,490.3484
1443,621.46265
1444,425.42798
1445,522.5088
1446,592.0164
1447,630.15076
1448,493.17917
1449,486.24313
1450,576.371
1451,513.672
1452,460.4686
1453,534.3561
1454,542.6532
1455,532.68945
1456,475.16943
1457,463.48993
1458,596.6462
1459,535.3111
1460,541.43475
1461,615.3518
1462,481.1161
1463,459.23126
1464,591.7897
1465,535.17694
1466,558.42834
1467,444.84912
1468,539.3404
1469,475.2935
1470,457.25864
1471,602.24524
1472,521.029
1473,454.62503
1474,550.43896
1475,611.2067
1476,620.9475
1477,509.0911
1478,482.33624
1479,532.8464
1480,506.56192
1481,577.7542
1482,439.9408
1483,556.9539
1484,486.283
1485,553.52124
1486,599.70074
1487,515.7635
1488,463.37952
1489,473.40002
1490,452.8593
1491,446.2941
1492,575.2689
1493,498.6728
1494,569.2416
1495,511.10626
1496,636.3036
1497,467.86044
1498,623.60034
1499,472.3385
1500,539.0133
1501,611.1039
1502,569.2965
1503,591.3928
1504,531.9385
1505,600.29486
1506,559.7673
1507,435.72034
1508,518.3052
1509,633.54205
1510,454.1958
1511,538.64514
1512,471.31766
1513,567.6402
1514,535.4143
1515,435.50327
1516,420.34726
1517,566.6017
1518,488.45398
1519,601.47675
1520,431.51462
1521,591.7466
1522,526.9023
1523,467.13367
1524,509.1163
1525,493.45636
1526,538.3611
1527,648.2551
1528,534.9522
1529,570.07446
1530,641.6672
1531,554.66174
1532,583.1192
1533,464.4283
1534,496.07047
1535,600.2448
1536,620.6403
1537,626.1956
1538,565.9871
1539,578.1414
1540,474.69455
1541,516.378
1542,592.87024
1543,523.10876
1544,502.3793
1545,492.00427
1546,565.74603
1547,589.81067
1548,464.05304
1549,512.4048
1550,599.4575
1551,487.47684
1552,580.7465
1553,535.5312
1554,524.336
1555,482.8912
1556,548.7997
1557,531.4007
1558,521.83
1559,527.0335
1560,451.36734
1561,533.4847
1562,539.64813
1563,486.55017
1564,500.68707
1565,570.1874
1566,456.43973
1567,485.6952
1568,546.3935
1569,514.0742
1570,442.15176
1571,622.53845
1572,445.01846
1573,522.2006
1574,541.14954
1575,536.2137
1576,469.58847
1577,533.4908
1578,583.09985
1579,494.78085
1580,487.5633
1581,518.9884
1582,483.4296
1583,476.43863
1584,461.7548
1585,470.05936
1586,601.1687
1587,597.38275
1588,522.57556
1589,653.91437
1590,582.30914
1591,519.79156
1592,537.84845
1593,456.55063
1594,454.4116
1595,533.0626
1596,563.1902
1597,487.2621
1598,495.57724
1599,511.1092
1600,442.39743
1601,570.8625
1602,608.48926
1603,492.25897
1604,456.9087
1605,501.1069
1606,503.2636
1607,552.7905
1608,459.67395
1609,587.5218
1610,594.1166
1611,434.38394
1612,500.0794
1613,426.9744
1614,532.593
1615,631.9178
1616,512.67194
1617,603.03015
1618,477.8628
1619,501.4376
1620,444.3374
1621,475.64136
1622,473.9972
1623,538.43225
1624,578.1996
1625,474.24188
1626,548.12964
1627,598.94684
1628,460.432
1629,486.7053
1630,499.10645
1631,557.0649
1632,647.159
1633,486.5958
1634,532.3181
1635,544.282
1636,617.0319
1637,474.29224
1638,452.61673
1639,463.2733
1640,548.5637
1641,556.14545
1642,502.8682
1643,619.1468
1644,480.59863
1645,477.52908
1646,584.45886
1647,545.3932
1648,620.71643
1649,630.83594
1650,536.01697
1651,497.8019
1652,611.9419
1653,583.9188
1654,537.45825
1655,573.1123
1656,477.4982
1657,521.0176
1658,519.26245
1659,489.32077
1660,501.59515
1661,563.7669
1662,527.2867
1663,550.6682
1664,546.985
1665,449.37302
1666,453.8334
1667,489.46722
1668,627.1198
1669,494.32996
1670,535.58234
1671,493.0383
1672,609.5891
1673,541.2447
1674,492.4581
1675,510.4584
1676,532.62885
1677,581.68585
1678,478.01532
1679,466.33704
1680,571.65283
1681,479.1822
1682,486.19788
1683,461.8743
1684,454.9754
1685,494.37238
1686,477.67117
1687,468.95184
1688,574.80054
1689,653.1563
1690,496.76865
1691,558.0516
1692,645.2626
1693,463.15
1694,433.36472
1695,646.16925
1696,597.8898
1697,502.68628
1698,509.02686
1699,582.672
1700,609.3057
1701,456.5461
1702,471.15527
1703,449.04532
1704,524.2989
1705,509.40945
1706,465.87488
1707,477.45468
1708,515.6462
1709,463.88977
1710,542.0487
1711,469.87448
1712,524.03864
1713,558.60944
1714,552.67944
1715,447.3742
1716,653.0274
1717,433.36874
1718,490.4836
1719,528.89545
1720,465.60428
1721,610.7406
1722,542.70776
1723,539.35254
1724,492.23795
1725,448.4305
1726,507.8199
1727,588.39734
1728,582.6012
1729,460.03882
1730,577.0932
1731,546.1058
1732,605.50134
1733,549.5541
1734,584.13226
1735,531.18335
1736,512.2186
1737,577.33527
1738,487.23898
1739,563.0718
1740,469.88477
1741,635.4179
1742,465.35312
1743,536.3154
1744,579.18567
1745,590.9311
1746,454.97348
1747,558.81305
1748,566.09686
1749,581.4098
1750,548.12683
1751,489.51282
1752,603.89954
1753,511.63425
1754,539.4345
1755,465.8873
1756,532.47784
1757,452.07422
1758,542.48285
1759,556.068
1760,528.1564
1761,561.5013
1762,459.16293
1763,446.08746
1764,491.40594
1765,464.52097
1766,463.29926
1767,546.6092
1768,538.6485
1769,460.2364
1770,549.14264
1771,560.9156
1772,477.77203
1773,479.63077
1774,567.6474
1775,516.565
1776,532.94147
1777,639.7192
1778,528.8307
1779,519.34937
1780,459.8657
1781,494.49536
1782,589.7743
1783,475.3097
1784,545.7425
1785,554.5256
1786,470.35095
1787,546.7746
1788,521.64044
1789,470.37515
1790,627.19104
1791,528.70526
1792,603.8995
1793,507.54193
1794,521.56366
1795,604.9381
1796,591.73047
1797,564.72266
1798,466.4277
1799,529.393
1800,456.79697
1801,507.35217
1802,486.18893
1803,543.087
1804,608.3449
1805,567.55225
1806,585.3937
1807,520.42566
1808,552.10364
1809,588.2187
1810,433.62598
1811,641.9155
1812,485.22388
1813,518.1371
1814,451.16092
1815,467.0563
1816,596.28516
1817,538.9948
1818,523.6549
1819,432.0461
1820,546.51733
1821,517.95013
1822,533.9129
1823,519.53033
1824,553.7895
1825,512.7503
1826,572.5347
1827,531.4982
1828,603.9015
1829,527.21027
1830,490.1736
1831,560.6149
1832,602.78644
1833,587.2097
1834,617.46045
1835,446.4154
1836,575.6578
1837,577.2873
1838,448.391
1839,511.9206
1840,431.81763
1841,474.77325
1842,460.39716
1843,536.74524
1844,582.7033
1845,469.4454
1846,456.6775
1847,523.12964
1848,452.61176
1849,631.9261
1850,577.3359
1851,542.132
1852,458.25165
1853,470.751
1854,500.6743
1855,573.8802
1856,566.9611
1857,498.7658
1858,487.78485
1859,473.4445
1860,572.06085
1861,438.1037
1862,600.6522
1863,557.6627
1864,528.11694
1865,470.71426
1866,558.33124
1867,490.03403
1868,455.1421
1869,571.6754
1870,554.9487
1871,503.763
1872,537.84045
1873,580.8899
1874,548.43494
1875,455.85965
1876,540.01013
1877,574.4736
1878,504.5658
1879,532.5751
1880,462.5586
